label,code,class,key
P2F20111231,0167T,CPT,narc
P0,1670,CPT,narc
P1G20111231,0168T,CPT,narc
P0,1680,CPT,narc
P0,1682,CPT,narc
P1G,0169T,CPT,narc
P3D,0171T,CPT,narc
P0,1710,CPT,narc
P0,1712,CPT,narc
P0,1714,CPT,narc
P0,1716,CPT,narc
P3D,0172T,CPT,narc
P4E20121231,0173T,CPT,narc
P0,1730,CPT,narc
P0,1732,CPT,narc
P0,1740,CPT,narc
P0,1742,CPT,narc
P0,1744,CPT,narc
P0,1756,CPT,narc
P0,1758,CPT,narc
P4E20101231,0176T,CPT,narc
P0,1760,CPT,narc
P4E20101231,0177T,CPT,narc
P0,1770,CPT,narc
P0,1772,CPT,narc
P0,1780,CPT,narc
P0,1782,CPT,narc
P0,1810,CPT,narc
P7B,0182T,CPT,narc
P0,1820,CPT,narc
P0,1829,CPT,narc
P0,1830,CPT,narc
P0,1832,CPT,narc
P6C,0184T,CPT,narc
P0,1840,CPT,narc
P0,1842,CPT,narc
P0,1844,CPT,narc
P6C20131231,0185T,CPT,narc
P0,1850,CPT,narc
P0,1852,CPT,narc
P6C20131231,0186T,CPT,narc
P0,1860,CPT,narc
P4E,0190T,CPT,narc
P4E,0191T,CPT,narc
P0,1916,CPT,narc
P4E20131231,0192T,CPT,narc
P0,1920,CPT,narc
P0,1922,CPT,narc
P0,1924,CPT,narc
P0,1925,CPT,narc
P0,1926,CPT,narc
P1G20101231,0193T,CPT,narc
P0,1930,CPT,narc
P0,1931,CPT,narc
P0,1932,CPT,narc
P0,1933,CPT,narc
P0,1935,CPT,narc
P0,1936,CPT,narc
P1G,0195T,CPT,narc
P0,1951,CPT,narc
P0,1952,CPT,narc
P0,1953,CPT,narc
P0,1958,CPT,narc
P1G,0196T,CPT,narc
P0,1960,CPT,narc
P0,1961,CPT,narc
P0,1962,CPT,narc
P0,1963,CPT,narc
P0,1965,CPT,narc
P0,1966,CPT,narc
P0,1967,CPT,narc
P0,1968,CPT,narc
P0,1969,CPT,narc
P6C,0197T,CPT,narc
P0,1990,CPT,narc
P0,1991,CPT,narc
P0,1992,CPT,narc
P0,1996,CPT,narc
P0,1999,CPT,narc
P6A,0200T,CPT,narc
P6A,0201T,CPT,narc
P1F,0202T,CPT,narc
P6C,0213T,CPT,narc
P6C,0214T,CPT,narc
P6C,0215T,CPT,narc
P6C,0216T,CPT,narc
P6C,0217T,CPT,narc
P6C,0218T,CPT,narc
P6C,0219T,CPT,narc
P6C,0220T,CPT,narc
P6C,0221T,CPT,narc
P6C,0222T,CPT,narc
P6D,0223T,CPT,narc
P6D,0224T,CPT,narc
P6D,0225T,CPT,narc
P6C,0226T,CPT,narc
P6C,0227T,CPT,narc
P6D,0228T,CPT,narc
P6D,0229T,CPT,narc
P6D,0230T,CPT,narc
P6D,0231T,CPT,narc
P6C,0232T,CPT,narc
P6C,0233T,CPT,narc
P5E,0234T,CPT,narc
P5E,0235T,CPT,narc
P5E,0236T,CPT,narc
P5E,0237T,CPT,narc
P5E,0238T,CPT,narc
P5E,0239T,CPT,narc
P5E,0240T,CPT,narc
P5E,0241T,CPT,narc
P5E,0245T,CPT,narc
P5E,0246T,CPT,narc
P5E,0247T,CPT,narc
P5E,0248T,CPT,narc
P5E,0249T,CPT,narc
P5E20121231,0250T,CPT,narc
P8F20121231,0251T,CPT,narc
P8F20121231,0252T,CPT,narc
P8F,0253T,CPT,narc
P2E,0254T,CPT,narc
P2E,0255T,CPT,narc
P2E20121231,0256T,CPT,narc
P2E20121231,0257T,CPT,narc
P2E20121231,0258T,CPT,narc
P2E20121231,0259T,CPT,narc
P1G,0262T,CPT,narc
P1G,0263T,CPT,narc
P1G,0264T,CPT,narc
P1G,0265T,CPT,narc
P1G,0274T,CPT,narc
P1G,0275T,CPT,narc
P6C20121231,0276T,CPT,narc
P6C20121231,0277T,CPT,narc
P4E,0291T,CPT,narc
P4E,0292T,CPT,narc
P1G,0293T,CPT,narc
P1G,0294T,CPT,narc
P6C,0299T,CPT,narc
P6C,0300T,CPT,narc
P6C,0302T,CPT,narc
P6C,0303T,CPT,narc
P6C,0304T,CPT,narc
P6C,0305T,CPT,narc
P6C,0306T,CPT,narc
P6C,0307T,CPT,narc
P6C,0308T,CPT,narc
P6C,0309T,CPT,narc
P6C,0310T,CPT,narc
P6C,0311T,CPT,narc
P1G,0312T,CPT,narc
P1G,0313T,CPT,narc
P1G,0314T,CPT,narc
P1G,0315T,CPT,narc
P1G,0316T,CPT,narc
P1G,0317T,CPT,narc
P2F20131231,0318T,CPT,narc
P2F,0319T,CPT,narc
P2F,0320T,CPT,narc
P2F,0321T,CPT,narc
P2F,0322T,CPT,narc
P2F,0323T,CPT,narc
P2F,0324T,CPT,narc
P2F,0325T,CPT,narc
P2F,0326T,CPT,narc
P2F,0327T,CPT,narc
P2F,0328T,CPT,narc
P2F,0331T,CPT,narc
P4E,0333T,CPT,narc
P3D,0334T,CPT,narc
P1G,0335T,CPT,narc
P1G,0336T,CPT,narc
P6C,0338T,CPT,narc
P6C,0339T,CPT,narc
P1G,0340T,CPT,narc
P4E,0341T,CPT,narc
P6D,0342T,CPT,narc
P2F,0343T,CPT,narc
P2F,0344T,CPT,narc
P2F,0345T,CPT,narc
P6D,10021,CPT,narc
P6D,10022,CPT,narc
P6C,10030,CPT,narc
P6A,10040,CPT,narc
P6A,10060,CPT,narc
P6A,10061,CPT,narc
P6A,10080,CPT,narc
P6A,10081,CPT,narc
P6A,10120,CPT,narc
P6A,10121,CPT,narc
P6A,10140,CPT,narc
P6A,10160,CPT,narc
P6A,10180,CPT,narc
P6A,11000,CPT,narc
P6A,11001,CPT,narc
P6A,11004,CPT,narc
P6A,11005,CPT,narc
P6A,11006,CPT,narc
P6A,11008,CPT,narc
P6A,11010,CPT,narc
P5A,11011,CPT,narc
P5A,11012,CPT,narc
P6A20101231,11040,CPT,narc
P6A20101231,11041,CPT,narc
P5A,11042,CPT,narc
P5A,11043,CPT,narc
P5A,11044,CPT,narc
P5A,11045,CPT,narc
P5A,11046,CPT,narc
P5A,11047,CPT,narc
P5A,11055,CPT,narc
P5A,11056,CPT,narc
P5A,11057,CPT,narc
P6A,11100,CPT,narc
P6A,11101,CPT,narc
P5A,11200,CPT,narc
P5A,11201,CPT,narc
P6A,11300,CPT,narc
P6A,11301,CPT,narc
P6A,11302,CPT,narc
P6A,11303,CPT,narc
P6A,11305,CPT,narc
P6A,11306,CPT,narc
P6A,11307,CPT,narc
P6A,11308,CPT,narc
P6A,11310,CPT,narc
P6A,11311,CPT,narc
P6A,11312,CPT,narc
P6A,11313,CPT,narc
P6A,11400,CPT,narc
P5A,11401,CPT,narc
P5A,11402,CPT,narc
P5A,11403,CPT,narc
P5A,11404,CPT,narc
P5A,11406,CPT,narc
P6A,11420,CPT,narc
P5A,11421,CPT,narc
P5A,11422,CPT,narc
P5A,11423,CPT,narc
P5A,11424,CPT,narc
P5A,11426,CPT,narc
P6A,11440,CPT,narc
P5A,11441,CPT,narc
P5A,11442,CPT,narc
P5A,11443,CPT,narc
P5A,11444,CPT,narc
P5A,11446,CPT,narc
P6A,11450,CPT,narc
P6A,11451,CPT,narc
P6A,11462,CPT,narc
P6A,11463,CPT,narc
P6A,11470,CPT,narc
P5A,11471,CPT,narc
P5A,11600,CPT,narc
P5A,11601,CPT,narc
P5A,11602,CPT,narc
P5A,11603,CPT,narc
P5A,11604,CPT,narc
P5A,11606,CPT,narc
P5A,11620,CPT,narc
P5A,11621,CPT,narc
P5A,11622,CPT,narc
P5A,11623,CPT,narc
P5A,11624,CPT,narc
P5A,11626,CPT,narc
P5A,11640,CPT,narc
P5A,11641,CPT,narc
P5A,11642,CPT,narc
P5A,11643,CPT,narc
P5A,11644,CPT,narc
P5A,11646,CPT,narc
P5A,11719,CPT,narc
P6A,11720,CPT,narc
P6A,11721,CPT,narc
P6A,11730,CPT,narc
P6A,11732,CPT,narc
P6A,11740,CPT,narc
P5A,11750,CPT,narc
P6A,11752,CPT,narc
P5A,11755,CPT,narc
P6A,11760,CPT,narc
P6A,11762,CPT,narc
P6A,11765,CPT,narc
P5A,11770,CPT,narc
P5A,11771,CPT,narc
P5A,11772,CPT,narc
P6A,11900,CPT,narc
P6A,11901,CPT,narc
P6A,11920,CPT,narc
P6A,11921,CPT,narc
P6A,11922,CPT,narc
P6A,11950,CPT,narc
P6A,11951,CPT,narc
P6A,11952,CPT,narc
P6A,11954,CPT,narc
P1G,11960,CPT,narc
P1G,11970,CPT,narc
P1G,11971,CPT,narc
P6A20111231,11975,CPT,narc
P6A,11976,CPT,narc
P6A20111231,11977,CPT,narc
P6A,11980,CPT,narc
P6D,11981,CPT,narc
P6D,11982,CPT,narc
P6D,11983,CPT,narc
P6A,12001,CPT,narc
P6A,12002,CPT,narc
P6A,12004,CPT,narc
P6A,12005,CPT,narc
P5A,12006,CPT,narc
P5A,12007,CPT,narc
P6A,12011,CPT,narc
P6A,12013,CPT,narc
P6A,12014,CPT,narc
P6A,12015,CPT,narc
P6A,12016,CPT,narc
P5A,12017,CPT,narc
P5A,12018,CPT,narc
P6A,12020,CPT,narc
P6A,12021,CPT,narc
P6A,12031,CPT,narc
P6A,12032,CPT,narc
P6A,12034,CPT,narc
P6A,12035,CPT,narc
P5A,12036,CPT,narc
P5A,12037,CPT,narc
P6A,12041,CPT,narc
P6A,12042,CPT,narc
P6A,12044,CPT,narc
P6A,12045,CPT,narc
P5A,12046,CPT,narc
P5A,12047,CPT,narc
P6A,12051,CPT,narc
P6A,12052,CPT,narc
P6A,12053,CPT,narc
P6A,12054,CPT,narc
P6A,12055,CPT,narc
P5A,12056,CPT,narc
P5A,12057,CPT,narc
P6A,13100,CPT,narc
P5A,13101,CPT,narc
P6B,13102,CPT,narc
P6A,13120,CPT,narc
P5A,13121,CPT,narc
P6B,13122,CPT,narc
P6A,13131,CPT,narc
P5A,13132,CPT,narc
P6B,13133,CPT,narc
P6A20131231,13150,CPT,narc
P6A,13151,CPT,narc
P5A,13152,CPT,narc
P6B,13153,CPT,narc
P6A,13160,CPT,narc
P6A,14000,CPT,narc
P5A,14001,CPT,narc
P5A,14020,CPT,narc
P5A,14021,CPT,narc
P6A,14040,CPT,narc
P5A,14041,CPT,narc
P5A,14060,CPT,narc
P5A,14061,CPT,narc
P1G,14301,CPT,narc
P1G,14302,CPT,narc
P5A,14350,CPT,narc
P1G,15002,CPT,narc
P1G,15003,CPT,narc
P1G,15004,CPT,narc
P1G,15005,CPT,narc
P1G,15040,CPT,narc
P5A,15050,CPT,narc
P5A,15100,CPT,narc
P5A,15101,CPT,narc
P1G,15110,CPT,narc
P1G,15111,CPT,narc
P1G,15115,CPT,narc
P1G,15116,CPT,narc
P1G,15120,CPT,narc
P1G,15121,CPT,narc
P1G,15130,CPT,narc
P1G,15131,CPT,narc
P1G,15135,CPT,narc
P1G,15136,CPT,narc
P1G,15150,CPT,narc
P1G,15151,CPT,narc
P1G,15152,CPT,narc
P1G,15155,CPT,narc
P1G,15156,CPT,narc
P1G,15157,CPT,narc
P1G20111231,15170,CPT,narc
P1G20111231,15171,CPT,narc
P1G20111231,15175,CPT,narc
P1G20111231,15176,CPT,narc
P5A,15200,CPT,narc
P5A,15201,CPT,narc
P5A,15220,CPT,narc
P5A,15221,CPT,narc
P5A,15240,CPT,narc
P5A,15241,CPT,narc
P5A,15260,CPT,narc
P5A,15261,CPT,narc
P5A,15271,CPT,narc
P5A,15272,CPT,narc
P5A,15273,CPT,narc
P5A,15274,CPT,narc
P5A,15275,CPT,narc
P5A,15276,CPT,narc
P5A,15277,CPT,narc
P5A,15278,CPT,narc
P1G20111231,15300,CPT,narc
P1G20111231,15301,CPT,narc
P1G20111231,15320,CPT,narc
P1G20111231,15321,CPT,narc
P1G20111231,15330,CPT,narc
P1G20111231,15331,CPT,narc
P5A20111231,15335,CPT,narc
P5A20111231,15336,CPT,narc
P5A20111231,15340,CPT,narc
P5A20111231,15341,CPT,narc
P5A20111231,15360,CPT,narc
P5A20111231,15361,CPT,narc
P5A20111231,15365,CPT,narc
P5A20111231,15366,CPT,narc
P1G20111231,15400,CPT,narc
P1G20111231,15401,CPT,narc
P1G20111231,15420,CPT,narc
P1G20111231,15421,CPT,narc
P1G20111231,15430,CPT,narc
P1G20111231,15431,CPT,narc
P5A,15570,CPT,narc
P5A,15572,CPT,narc
P5A,15574,CPT,narc
P5A,15576,CPT,narc
P5A,15600,CPT,narc
P5A,15610,CPT,narc
P5A,15620,CPT,narc
P5A,15630,CPT,narc
P5A,15650,CPT,narc
P1G,15731,CPT,narc
P5A,15732,CPT,narc
P5A,15734,CPT,narc
P5A,15736,CPT,narc
P5A,15738,CPT,narc
P5A,15740,CPT,narc
P5A,15750,CPT,narc
P5A,15756,CPT,narc
P5A,15757,CPT,narc
P5A,15758,CPT,narc
P5A,15760,CPT,narc
P5A,15770,CPT,narc
P6A,15775,CPT,narc
P6A,15776,CPT,narc
P1G,15777,CPT,narc
P6A,15780,CPT,narc
P6A,15781,CPT,narc
P6A,15782,CPT,narc
P6A,15783,CPT,narc
P6A,15786,CPT,narc
P6A,15787,CPT,narc
P6A,15788,CPT,narc
P6A,15789,CPT,narc
P6A,15792,CPT,narc
P6A,15793,CPT,narc
P6A,15819,CPT,narc
P6A,15820,CPT,narc
P6A,15821,CPT,narc
P6A,15822,CPT,narc
P6A,15823,CPT,narc
P6A,15824,CPT,narc
P6A,15825,CPT,narc
P6A,15826,CPT,narc
P6A,15828,CPT,narc
P6A,15829,CPT,narc
P1G,15830,CPT,narc
P1G,15832,CPT,narc
P1G,15833,CPT,narc
P1G,15834,CPT,narc
P1G,15835,CPT,narc
P1G,15836,CPT,narc
P1G,15837,CPT,narc
P1G,15838,CPT,narc
P1G,15839,CPT,narc
P5A,15840,CPT,narc
P5A,15841,CPT,narc
P5A,15842,CPT,narc
P5A,15845,CPT,narc
P1G,15847,CPT,narc
P5A,15850,CPT,narc
P5A,15851,CPT,narc
P6A,15852,CPT,narc
P6A,15860,CPT,narc
P5A,15876,CPT,narc
P5A,15877,CPT,narc
P5A,15878,CPT,narc
P5A,15879,CPT,narc
P5A,15920,CPT,narc
P5A,15922,CPT,narc
P5A,15931,CPT,narc
P1G,15933,CPT,narc
P1G,15934,CPT,narc
P1G,15935,CPT,narc
P1G,15936,CPT,narc
P1G,15937,CPT,narc
P1G,15940,CPT,narc
P5A,15941,CPT,narc
P5A,15944,CPT,narc
P5A,15945,CPT,narc
P5A,15946,CPT,narc
P5A,15950,CPT,narc
P5A,15951,CPT,narc
P5A,15952,CPT,narc
P1G,15953,CPT,narc
P5A,15956,CPT,narc
P5A,15958,CPT,narc
P1G,15999,CPT,narc
P6A,16000,CPT,narc
P6A,16020,CPT,narc
P6A,16025,CPT,narc
P6A,16030,CPT,narc
P6A,16035,CPT,narc
P6A,16036,CPT,narc
P5A,17000,CPT,narc
P5A,17003,CPT,narc
P5A,17004,CPT,narc
P5A,17106,CPT,narc
P5A,17107,CPT,narc
P5A,17108,CPT,narc
P6A,17110,CPT,narc
P5A,17111,CPT,narc
P6A,17250,CPT,narc
P5A,17260,CPT,narc
P5A,17261,CPT,narc
P5A,17262,CPT,narc
P5A,17263,CPT,narc
P5A,17264,CPT,narc
P5A,17266,CPT,narc
P5A,17270,CPT,narc
P5A,17271,CPT,narc
P5A,17272,CPT,narc
P5A,17273,CPT,narc
P5A,17274,CPT,narc
P5A,17276,CPT,narc
P5A,17280,CPT,narc
P5A,17281,CPT,narc
P5A,17282,CPT,narc
P5A,17283,CPT,narc
P5A,17284,CPT,narc
P5A,17286,CPT,narc
P5A,17311,CPT,narc
P5A,17312,CPT,narc
P5A,17313,CPT,narc
P5A,17314,CPT,narc
P5A,17315,CPT,narc
P6A,17340,CPT,narc
P6A,17360,CPT,narc
P6A,17380,CPT,narc
P6A,17999,CPT,narc
P6C,19000,CPT,narc
P6C,19001,CPT,narc
P5E,19020,CPT,narc
P6C,19030,CPT,narc
P1A,19081,CPT,narc
P1A,19082,CPT,narc
P1A,19083,CPT,narc
P1A,19084,CPT,narc
P1A,19085,CPT,narc
P1A,19086,CPT,narc
P6C,19100,CPT,narc
P5E,19101,CPT,narc
P5E20131231,19102,CPT,narc
P5E20131231,19103,CPT,narc
P1A,19105,CPT,narc
P1A,19110,CPT,narc
P1A,19112,CPT,narc
P5E,19120,CPT,narc
P5E,19125,CPT,narc
P5E,19126,CPT,narc
P1G,19260,CPT,narc
P1G,19271,CPT,narc
P1G,19272,CPT,narc
P1A,19281,CPT,narc
P1A,19282,CPT,narc
P1A,19283,CPT,narc
P1A,19284,CPT,narc
P1A,19285,CPT,narc
P1A,19286,CPT,narc
P1A,19287,CPT,narc
P1A,19288,CPT,narc
P1G20131231,19290,CPT,narc
P1G20131231,19291,CPT,narc
P1G20131231,19295,CPT,narc
P1A,19296,CPT,narc
P1A,19297,CPT,narc
P1A,19298,CPT,narc
P1A,19300,CPT,narc
P1A,19301,CPT,narc
P1A,19302,CPT,narc
P1A,19303,CPT,narc
P1A,19304,CPT,narc
P1A,19305,CPT,narc
P1A,19306,CPT,narc
P1A,19307,CPT,narc
P1A,19316,CPT,narc
P1A,19318,CPT,narc
P1A,19324,CPT,narc
P1A,19325,CPT,narc
P1A,19328,CPT,narc
P1A,19330,CPT,narc
P1A,19340,CPT,narc
P1A,19342,CPT,narc
P1A,19350,CPT,narc
P5E,19355,CPT,narc
P1A,19357,CPT,narc
P1A,19361,CPT,narc
P1A,19364,CPT,narc
P1A,19366,CPT,narc
P1A,19367,CPT,narc
P1A,19368,CPT,narc
P1A,19369,CPT,narc
P1A,19370,CPT,narc
P1A,19371,CPT,narc
P1A,19380,CPT,narc
P6C,19396,CPT,narc
P1A,19499,CPT,narc
P6B20101231,20000,CPT,narc
P5B,20005,CPT,narc
P6B,20100,CPT,narc
P6B,20101,CPT,narc
P6B,20102,CPT,narc
P6B,20103,CPT,narc
P3D,20150,CPT,narc
P6B,20200,CPT,narc
P5B,20205,CPT,narc
P6B,20206,CPT,narc
P6B,20220,CPT,narc
P5B,20225,CPT,narc
P5B,20240,CPT,narc
P5B,20245,CPT,narc
P5B,20250,CPT,narc
P5B,20251,CPT,narc
P6B,20500,CPT,narc
P6B,20520,CPT,narc
P5B,20525,CPT,narc
P5E,20526,CPT,narc
P5E,20527,CPT,narc
P6B,20550,CPT,narc
P6B,20551,CPT,narc
P6B,20552,CPT,narc
P6B,20553,CPT,narc
P7B,20555,CPT,narc
P6B,20600,CPT,narc
P6B,20605,CPT,narc
P6B,20610,CPT,narc
P6C,20612,CPT,narc
P6B,20615,CPT,narc
P5B,20650,CPT,narc
P5B,20660,CPT,narc
P3D,20661,CPT,narc
P5B,20662,CPT,narc
P5B,20663,CPT,narc
P1G,20664,CPT,narc
P5B,20665,CPT,narc
P6B,20670,CPT,narc
P5B,20680,CPT,narc
P6B,20690,CPT,narc
P6B,20692,CPT,narc
P3D,20693,CPT,narc
P5B,20694,CPT,narc
P3D,20696,CPT,narc
P3D,20697,CPT,narc
P3D,20802,CPT,narc
P3D,20805,CPT,narc
P3D,20808,CPT,narc
P3D,20816,CPT,narc
P3D,20822,CPT,narc
P3D,20824,CPT,narc
P3D,20827,CPT,narc
P3D,20838,CPT,narc
P3D,20900,CPT,narc
P3D,20902,CPT,narc
P3D,20910,CPT,narc
P5B,20912,CPT,narc
P5B,20920,CPT,narc
P5B,20922,CPT,narc
P3D,20924,CPT,narc
P5B,20926,CPT,narc
P3D,20930,CPT,narc
P3D,20931,CPT,narc
P3D,20936,CPT,narc
P3D,20937,CPT,narc
P3D,20938,CPT,narc
P6B,20950,CPT,narc
P5B,20955,CPT,narc
P5B,20956,CPT,narc
P5B,20957,CPT,narc
P5B,20962,CPT,narc
P5B,20969,CPT,narc
P5B,20970,CPT,narc
P5B,20972,CPT,narc
P5B,20973,CPT,narc
P6B,20974,CPT,narc
P5B,20975,CPT,narc
P6B,20979,CPT,narc
P6C,20982,CPT,narc
P1G,20985,CPT,narc
P3D,20999,CPT,narc
P5B,21010,CPT,narc
P6A,21011,CPT,narc
P6A,21012,CPT,narc
P5E,21013,CPT,narc
P5E,21014,CPT,narc
P3D,21015,CPT,narc
P1G,21016,CPT,narc
P3D,21025,CPT,narc
P3D,21026,CPT,narc
P3D,21029,CPT,narc
P3D,21030,CPT,narc
P3D,21031,CPT,narc
P3D,21032,CPT,narc
P5B,21034,CPT,narc
P5B,21040,CPT,narc
P5B,21044,CPT,narc
P3D,21045,CPT,narc
P1G,21046,CPT,narc
P1G,21047,CPT,narc
P1G,21048,CPT,narc
P1G,21049,CPT,narc
P5B,21050,CPT,narc
P5B,21060,CPT,narc
P3D,21070,CPT,narc
P1G,21073,CPT,narc
P1G,21076,CPT,narc
P1G,21077,CPT,narc
P6B,21079,CPT,narc
P6B,21080,CPT,narc
P6B,21081,CPT,narc
P6B,21082,CPT,narc
P6B,21083,CPT,narc
P6B,21084,CPT,narc
P6B,21085,CPT,narc
P6B,21086,CPT,narc
P6B,21087,CPT,narc
P6B,21088,CPT,narc
P3D,21089,CPT,narc
P5B,21100,CPT,narc
P6B,21110,CPT,narc
P3D,21120,CPT,narc
P3D,21121,CPT,narc
P3D,21122,CPT,narc
P3D,21123,CPT,narc
P3D,21125,CPT,narc
P3D,21127,CPT,narc
P3D,21137,CPT,narc
P3D,21138,CPT,narc
P3D,21139,CPT,narc
P3D,21141,CPT,narc
P3D,21142,CPT,narc
P3D,21143,CPT,narc
P3D,21145,CPT,narc
P3D,21146,CPT,narc
P3D,21147,CPT,narc
P3D,21150,CPT,narc
P3D,21151,CPT,narc
P3D,21154,CPT,narc
P3D,21155,CPT,narc
P3D,21159,CPT,narc
P3D,21160,CPT,narc
P3D,21172,CPT,narc
P3D,21175,CPT,narc
P3D,21179,CPT,narc
P3D,21180,CPT,narc
P3D,21181,CPT,narc
P3D,21182,CPT,narc
P3D,21183,CPT,narc
P3D,21184,CPT,narc
P3D,21188,CPT,narc
P3D,21193,CPT,narc
P3D,21194,CPT,narc
P3D,21195,CPT,narc
P3D,21196,CPT,narc
P3D,21198,CPT,narc
P3D,21199,CPT,narc
P3D,21206,CPT,narc
P3D,21208,CPT,narc
P3D,21209,CPT,narc
P3D,21210,CPT,narc
P3D,21215,CPT,narc
P3D,21230,CPT,narc
P3D,21235,CPT,narc
P3D,21240,CPT,narc
P3D,21242,CPT,narc
P3D,21243,CPT,narc
P3D,21244,CPT,narc
P3D,21245,CPT,narc
P3D,21246,CPT,narc
P3D,21247,CPT,narc
P3D,21248,CPT,narc
P3D,21249,CPT,narc
P3D,21255,CPT,narc
P3D,21256,CPT,narc
P3D,21260,CPT,narc
P3D,21261,CPT,narc
P3D,21263,CPT,narc
P3D,21267,CPT,narc
P3D,21268,CPT,narc
P3D,21270,CPT,narc
P3D,21275,CPT,narc
P3D,21280,CPT,narc
P3D,21282,CPT,narc
P3D,21295,CPT,narc
P3D,21296,CPT,narc
P3D,21299,CPT,narc
P5B,21310,CPT,narc
P5B,21315,CPT,narc
P5B,21320,CPT,narc
P5B,21325,CPT,narc
P5B,21330,CPT,narc
P5B,21335,CPT,narc
P3D,21336,CPT,narc
P6B,21337,CPT,narc
P5B,21338,CPT,narc
P3D,21339,CPT,narc
P5B,21340,CPT,narc
P3D,21343,CPT,narc
P3D,21344,CPT,narc
P3D,21345,CPT,narc
P3D,21346,CPT,narc
P3D,21347,CPT,narc
P3D,21348,CPT,narc
P5B,21355,CPT,narc
P3D,21356,CPT,narc
P5B,21360,CPT,narc
P5B,21365,CPT,narc
P3D,21366,CPT,narc
P3D,21385,CPT,narc
P3D,21386,CPT,narc
P3D,21387,CPT,narc
P3D,21390,CPT,narc
P3D,21395,CPT,narc
P3D,21400,CPT,narc
P3D,21401,CPT,narc
P3D,21406,CPT,narc
P3D,21407,CPT,narc
P3D,21408,CPT,narc
P3D,21421,CPT,narc
P3D,21422,CPT,narc
P3D,21423,CPT,narc
P3D,21431,CPT,narc
P3D,21432,CPT,narc
P3D,21433,CPT,narc
P3D,21435,CPT,narc
P3D,21436,CPT,narc
P3D,21440,CPT,narc
P3D,21445,CPT,narc
P5B,21450,CPT,narc
P5B,21451,CPT,narc
P5B,21452,CPT,narc
P5B,21453,CPT,narc
P3D,21454,CPT,narc
P3D,21461,CPT,narc
P3D,21462,CPT,narc
P3D,21465,CPT,narc
P3D,21470,CPT,narc
P5B,21480,CPT,narc
P5B,21485,CPT,narc
P5B,21490,CPT,narc
P5B,21495,CPT,narc
P6B,21497,CPT,narc
P3D,21499,CPT,narc
P5B,21501,CPT,narc
P5B,21502,CPT,narc
P5B,21510,CPT,narc
P6B,21550,CPT,narc
P6C,21552,CPT,narc
P5B,21554,CPT,narc
P5B,21555,CPT,narc
P5B,21556,CPT,narc
P3D,21557,CPT,narc
P6C,21558,CPT,narc
P5B,21600,CPT,narc
P5B,21610,CPT,narc
P3D,21615,CPT,narc
P3D,21616,CPT,narc
P3D,21620,CPT,narc
P3D,21627,CPT,narc
P3D,21630,CPT,narc
P3D,21632,CPT,narc
P3D,21685,CPT,narc
P3D,21700,CPT,narc
P3D,21705,CPT,narc
P3D,21720,CPT,narc
P3D,21725,CPT,narc
P3D,21740,CPT,narc
P1G,21742,CPT,narc
P1G,21743,CPT,narc
P5B,21750,CPT,narc
P6B,21800,CPT,narc
P3D,21805,CPT,narc
P3D,21810,CPT,narc
P3D,21820,CPT,narc
P3D,21825,CPT,narc
P3D,21899,CPT,narc
P6B,21920,CPT,narc
P6B,21925,CPT,narc
P5E,21930,CPT,narc
P5E,21931,CPT,narc
P1G,21932,CPT,narc
P5E,21933,CPT,narc
P3D,21935,CPT,narc
P5E,21936,CPT,narc
P5E,22010,CPT,narc
P5B,22015,CPT,narc
P3D,22100,CPT,narc
P3D,22101,CPT,narc
P3D,22102,CPT,narc
P3D,22103,CPT,narc
P3D,22110,CPT,narc
P3D,22112,CPT,narc
P3D,22114,CPT,narc
P3D,22116,CPT,narc
P3D,22206,CPT,narc
P3D,22207,CPT,narc
P3D,22208,CPT,narc
P3D,22210,CPT,narc
P3D,22212,CPT,narc
P3D,22214,CPT,narc
P3D,22216,CPT,narc
P3D,22220,CPT,narc
P3D,22222,CPT,narc
P3D,22224,CPT,narc
P3D,22226,CPT,narc
P3D,22305,CPT,narc
P3D,22310,CPT,narc
P3D,22315,CPT,narc
P6B,22318,CPT,narc
P6B,22319,CPT,narc
P3D,22325,CPT,narc
P3D,22326,CPT,narc
P3D,22327,CPT,narc
P3D,22328,CPT,narc
P5B,22505,CPT,narc
P5B,22520,CPT,narc
P5B,22521,CPT,narc
P5B,22522,CPT,narc
P3D,22523,CPT,narc
P1G,22524,CPT,narc
P1G,22525,CPT,narc
P1G,22526,CPT,narc
P1G,22527,CPT,narc
P3D,22532,CPT,narc
P3D,22533,CPT,narc
P3D,22534,CPT,narc
P3D,22548,CPT,narc
P3D,22551,CPT,narc
P3D,22552,CPT,narc
P3D,22554,CPT,narc
P3D,22556,CPT,narc
P3D,22558,CPT,narc
P3D,22585,CPT,narc
P3D,22586,CPT,narc
P3D,22590,CPT,narc
P3D,22595,CPT,narc
P3D,22600,CPT,narc
P3D,22610,CPT,narc
P3D,22612,CPT,narc
P3D,22614,CPT,narc
P3D,22630,CPT,narc
P3D,22632,CPT,narc
P1G,22633,CPT,narc
P1G,22634,CPT,narc
P3D,22800,CPT,narc
P3D,22802,CPT,narc
P3D,22804,CPT,narc
P3D,22808,CPT,narc
P3D,22810,CPT,narc
P3D,22812,CPT,narc
P3D,22818,CPT,narc
P3D,22819,CPT,narc
P3D,22830,CPT,narc
P3D,22840,CPT,narc
P3D,22841,CPT,narc
P3D,22842,CPT,narc
P3D,22843,CPT,narc
P3D,22844,CPT,narc
